urn,local_authority,inspection_link,overall_effectiveness_grade,inspection_framework,inspector_name,inspection_start_date,inspection_end_date,publication_date,local_link_to_all_inspections,impact_of_leaders_grade,help_and_protection_grade,care_and_care_leavers_grade,sentiment_score,sentiment_summary,main_inspection_topics
80497,hammersmith and fulham,https://files.ofsted.gov.uk/v1/file/50116344,Good,short,Tara Geere,09/09/2019,13/09/2019,15/10/19,file:///./80497_hammersmith and fulham,Good,,,0.2054290613875142,Sentiment positive,"['0.029*""children"" + 0.010*""care"" + 0.009*""’"" + 0.009*""work"" + 0.009*""support"" + 0.008*""effective"" + 0.007*""needs"" + 0.007*""people"" + 0.007*""services"" + 0.006*""service""', '0.019*""children"" + 0.011*""’"" + 0.011*""support"" + 0.009*""care"" + 0.008*""services"" + 0.006*""effective"" + 0.006*""well"" + 0.006*""people"" + 0.006*""needs"" + 0.006*""work""', '0.032*""children"" + 0.012*""care"" + 0.010*""’"" + 0.009*""support"" + 0.008*""work"" + 0.007*""people"" + 0.007*""services"" + 0.007*""needs"" + 0.007*""young"" + 0.007*""service""']"
80498,haringey,https://files.ofsted.gov.uk/v1/file/50213624,Good,standard,Claire Beckingham,13/02/2023,24/02/2023,11/04/23,file:///./80498_haringey,Good,Good,,0.17965260097438307,Sentiment positive,"['0.027*""children"" + 0.014*""’"" + 0.012*""people"" + 0.010*""support"" + 0.008*""care"" + 0.008*""young"" + 0.007*""workers"" + 0.007*""services"" + 0.007*""help"" + 0.007*""plans""', '0.028*""children"" + 0.014*""’"" + 0.010*""people"" + 0.009*""needs"" + 0.009*""young"" + 0.008*""Haringey"" + 0.008*""services"" + 0.007*""care"" + 0.007*""work"" + 0.006*""support""', '0.024*""children"" + 0.012*""young"" + 0.011*""’"" + 0.008*""people"" + 0.006*""support"" + 0.006*""help"" + 0.006*""Haringey"" + 0.005*""care"" + 0.005*""services"" + 0.005*""needs""']"
80499,harrow,https://files.ofsted.gov.uk/v1/file/50149055,Good,short,Brenda McLaughlin,10/02/2020,14/02/2020,16/03/20,file:///./80499_harrow,nan,,,0.2166095000889522,Sentiment positive,"['0.026*""children"" + 0.012*""care"" + 0.011*""’"" + 0.009*""work"" + 0.009*""good"" + 0.008*""help"" + 0.008*""needs"" + 0.008*""people"" + 0.008*""well"" + 0.007*""social""', '0.022*""children"" + 0.010*""help"" + 0.009*""’"" + 0.009*""care"" + 0.008*""good"" + 0.007*""needs"" + 0.007*""work"" + 0.006*""well"" + 0.006*""services"" + 0.005*""young""', '0.018*""children"" + 0.011*""work"" + 0.010*""good"" + 0.009*""’"" + 0.008*""support"" + 0.007*""care"" + 0.007*""well"" + 0.007*""help"" + 0.006*""people"" + 0.006*""workers""']"
80500,havering,https://files.ofsted.gov.uk/v1/file/50006280,Good,standard,Andy Whippey,11/06/2018,22/06/2018,23/07/18,file:///./80500_havering,nan,,,0.21131827468461137,Sentiment positive,"['0.032*""children"" + 0.011*""’"" + 0.009*""care"" + 0.008*""support"" + 0.007*""needs"" + 0.006*""young"" + 0.006*""social"" + 0.006*""good"" + 0.006*""quality"" + 0.006*""work""', '0.018*""children"" + 0.010*""care"" + 0.007*""’"" + 0.006*""good"" + 0.006*""quality"" + 0.005*""social"" + 0.005*""people"" + 0.005*""need"" + 0.005*""work"" + 0.005*""services""', '0.032*""children"" + 0.013*""care"" + 0.008*""’"" + 0.007*""need"" + 0.007*""good"" + 0.007*""plans"" + 0.007*""needs"" + 0.007*""support"" + 0.006*""well"" + 0.006*""quality""']"
312,hillingdon,https://files.ofsted.gov.uk/v1/file/50004456,Good,standard,Julie Knight,16/04/2018,27/04/2018,30/05/18,file:///./312_hillingdon,Outstanding,,,0.2242636353426447,Sentiment positive,"['0.047*""children"" + 0.014*""care"" + 0.012*""’"" + 0.008*""good"" + 0.008*""Children"" + 0.007*""people"" + 0.007*""help"" + 0.006*""social"" + 0.006*""workers"" + 0.006*""well""', '0.034*""children"" + 0.013*""care"" + 0.011*""good"" + 0.009*""’"" + 0.007*""young"" + 0.006*""Children"" + 0.006*""workers"" + 0.006*""help"" + 0.006*""need"" + 0.006*""well""', '0.023*""children"" + 0.010*""care"" + 0.007*""Children"" + 0.007*""’"" + 0.007*""good"" + 0.006*""workers"" + 0.006*""young"" + 0.006*""work"" + 0.006*""people"" + 0.005*""quality""']"
80503,hounslow,https://files.ofsted.gov.uk/v1/file/50037490,Good,standard,Tara Geere,01/10/2018,12/10/2018,12/11/18,file:///./80503_hounslow,Good,,,0.1753616401471631,Sentiment positive,"['0.034*""children"" + 0.012*""’"" + 0.010*""support"" + 0.009*""care"" + 0.008*""needs"" + 0.008*""services"" + 0.008*""people"" + 0.007*""good"" + 0.007*""need"" + 0.007*""young""', '0.018*""children"" + 0.008*""support"" + 0.007*""care"" + 0.007*""needs"" + 0.007*""services"" + 0.006*""need"" + 0.006*""good"" + 0.006*""’"" + 0.006*""people"" + 0.006*""young""', '0.034*""children"" + 0.012*""’"" + 0.011*""care"" + 0.010*""leaders"" + 0.008*""services"" + 0.008*""good"" + 0.008*""support"" + 0.008*""need"" + 0.007*""Children"" + 0.007*""needs""']"
80505,islington,https://files.ofsted.gov.uk/v1/file/50150002,Outstanding,short,Nicola Bennett,09/03/2020,13/03/2020,15/04/20,file:///./80505_islington,nan,,,0.20902986975796237,Sentiment positive,"['0.035*""children"" + 0.014*""care"" + 0.012*""’"" + 0.009*""services"" + 0.008*""needs"" + 0.008*""social"" + 0.008*""young"" + 0.008*""well"" + 0.007*""people"" + 0.006*""plans""', '0.032*""children"" + 0.011*""needs"" + 0.011*""well"" + 0.011*""care"" + 0.010*""’"" + 0.008*""services"" + 0.007*""people"" + 0.007*""workers"" + 0.006*""social"" + 0.006*""practice""', '0.019*""children"" + 0.010*""’"" + 0.009*""care"" + 0.009*""social"" + 0.008*""services"" + 0.008*""needs"" + 0.007*""well"" + 0.007*""people"" + 0.006*""workers"" + 0.005*""plans""']"
80506,lambeth,https://files.ofsted.gov.uk/v1/file/50202402,Requires improvement,standard,Russel Breyer,24/10/2022,04/11/2022,16/12/22,file:///./80506_lambeth,Requires improvement,Requires improvement,Requires improvement,0.17176877259538545,Sentiment positive,"['0.027*""children"" + 0.009*""care"" + 0.007*""services"" + 0.007*""support"" + 0.005*""’"" + 0.005*""needs"" + 0.005*""good"" + 0.005*""plans"" + 0.004*""well"" + 0.004*""leavers""', '0.048*""children"" + 0.017*""’"" + 0.015*""care"" + 0.010*""needs"" + 0.009*""services"" + 0.009*""well"" + 0.009*""support"" + 0.008*""plans"" + 0.006*""Lambeth"" + 0.006*""good""', '0.031*""children"" + 0.015*""care"" + 0.011*""’"" + 0.007*""services"" + 0.007*""support"" + 0.006*""well"" + 0.005*""needs"" + 0.005*""leavers"" + 0.005*""child"" + 0.005*""arrangements""']"
80508,lewisham,https://files.ofsted.gov.uk/v1/file/50101634,Requires improvement,standard,Kate Malleson,08/07/2019,19/07/2019,19/08/19,file:///./80508_lewisham,Requires improvement,,,0.15384495108942628,Sentiment positive,"['0.008*""children"" + 0.006*""work"" + 0.006*""’"" + 0.004*""care"" + 0.004*""social"" + 0.004*""help"" + 0.004*""services"" + 0.003*""However"" + 0.003*""quality"" + 0.003*""well""', '0.034*""children"" + 0.009*""work"" + 0.009*""care"" + 0.009*""social"" + 0.008*""’"" + 0.007*""well"" + 0.006*""timely"" + 0.006*""quality"" + 0.006*""improvement"" + 0.005*""However""', '0.027*""children"" + 0.011*""care"" + 0.010*""’"" + 0.009*""services"" + 0.008*""work"" + 0.007*""social"" + 0.007*""improvement"" + 0.006*""However"" + 0.006*""help"" + 0.005*""quality""']"
80510,merton,https://files.ofsted.gov.uk/v1/file/50182669,Outstanding,short,Brenda McLaughlin,28/02/2022,04/03/2022,09/05/22,file:///./80510_merton,Outstanding,Good,Outstanding,0.19820199709978015,Sentiment positive,"['0.034*""children"" + 0.011*""care"" + 0.010*""’"" + 0.010*""work"" + 0.010*""services"" + 0.009*""well"" + 0.008*""support"" + 0.006*""help"" + 0.006*""Merton"" + 0.006*""social""', '0.030*""children"" + 0.015*""’"" + 0.012*""care"" + 0.012*""work"" + 0.008*""services"" + 0.007*""support"" + 0.006*""people"" + 0.005*""help"" + 0.005*""needs"" + 0.005*""well""', '0.024*""children"" + 0.014*""’"" + 0.013*""work"" + 0.011*""care"" + 0.009*""support"" + 0.008*""services"" + 0.006*""help"" + 0.006*""well"" + 0.006*""Merton"" + 0.006*""young""']"
80511,newham,https://files.ofsted.gov.uk/v1/file/50192878,Good,standard,Christine Kennet,18/07/2022,29/07/2022,21/09/22,file:///./80511_newham,Outstanding,Good,Good,0.1860644951625965,Sentiment positive,"['0.034*""children"" + 0.017*""’"" + 0.011*""care"" + 0.008*""work"" + 0.008*""Children"" + 0.008*""social"" + 0.007*""support"" + 0.007*""services"" + 0.007*""workers"" + 0.006*""practice""', '0.021*""children"" + 0.010*""’"" + 0.008*""work"" + 0.007*""care"" + 0.006*""needs"" + 0.006*""social"" + 0.006*""Newham"" + 0.006*""Children"" + 0.005*""workers"" + 0.004*""support""', '0.031*""children"" + 0.018*""’"" + 0.014*""care"" + 0.008*""workers"" + 0.008*""social"" + 0.008*""work"" + 0.008*""support"" + 0.008*""services"" + 0.008*""needs"" + 0.007*""plans""']"
80512,redbridge,https://files.ofsted.gov.uk/v1/file/50083969,Outstanding,short,Louise Hocking,29/04/2019,03/05/2019,11/06/19,file:///./80512_redbridge,Outstanding,,,0.24823714589504045,Sentiment positive,"['0.030*""children"" + 0.016*""service"" + 0.014*""care"" + 0.008*""’"" + 0.008*""services"" + 0.008*""managers"" + 0.007*""work"" + 0.007*""practice"" + 0.006*""needs"" + 0.006*""need""', '0.022*""children"" + 0.015*""service"" + 0.012*""care"" + 0.007*""work"" + 0.007*""services"" + 0.006*""well"" + 0.006*""’"" + 0.006*""managers"" + 0.005*""Children"" + 0.005*""practice""', '0.022*""children"" + 0.013*""service"" + 0.009*""care"" + 0.008*""work"" + 0.005*""services"" + 0.005*""well"" + 0.005*""risk"" + 0.005*""’"" + 0.005*""practice"" + 0.004*""leavers""']"
80513,richmond upon thames,https://files.ofsted.gov.uk/v1/file/50179543,Good,short,Louise Hocking,31/01/2022,04/02/2022,18/03/22,file:///./80513_richmond upon thames,Good,Good,Good,0.20561471861471847,Sentiment positive,"['0.024*""children"" + 0.012*""’"" + 0.010*""services"" + 0.009*""well"" + 0.009*""support"" + 0.008*""local"" + 0.008*""service"" + 0.007*""work"" + 0.006*""Richmond"" + 0.006*""authority""', '0.032*""children"" + 0.010*""’"" + 0.010*""work"" + 0.009*""services"" + 0.009*""well"" + 0.008*""support"" + 0.007*""service"" + 0.007*""needs"" + 0.006*""Richmond"" + 0.006*""supported""', '0.033*""children"" + 0.017*""’"" + 0.010*""well"" + 0.009*""work"" + 0.008*""authority"" + 0.008*""services"" + 0.008*""Richmond"" + 0.007*""needs"" + 0.007*""local"" + 0.007*""support""']"
80514,southwark,https://files.ofsted.gov.uk/v1/file/50198438,Good,short,Tracey Ledder,26/09/2022,30/09/2022,11/11/22,file:///./80514_southwark,Good,Good,Good,0.2172217763509898,Sentiment positive,"['0.036*""children"" + 0.012*""’"" + 0.010*""care"" + 0.010*""Southwark"" + 0.009*""workers"" + 0.009*""work"" + 0.009*""support"" + 0.008*""Children"" + 0.007*""services"" + 0.007*""well""', '0.033*""children"" + 0.017*""’"" + 0.011*""care"" + 0.008*""Children"" + 0.008*""support"" + 0.008*""local"" + 0.007*""needs"" + 0.007*""workers"" + 0.007*""social"" + 0.007*""work""', '0.022*""children"" + 0.016*""’"" + 0.009*""support"" + 0.007*""care"" + 0.007*""Southwark"" + 0.006*""Children"" + 0.006*""services"" + 0.006*""good"" + 0.006*""workers"" + 0.006*""well""']"
80515,sutton,https://files.ofsted.gov.uk/v1/file/50176759,Good,short,Brenda McLaughlin,06/12/2021,10/12/2021,01/02/22,file:///./80515_sutton,Outstanding,nan,nan,0.20643101970865443,Sentiment positive,"['0.027*""children"" + 0.018*""care"" + 0.014*""’"" + 0.010*""services"" + 0.008*""social"" + 0.007*""support"" + 0.007*""work"" + 0.007*""leavers"" + 0.007*""help"" + 0.006*""workers""', '0.023*""children"" + 0.012*""care"" + 0.011*""’"" + 0.008*""social"" + 0.008*""services"" + 0.008*""Children"" + 0.007*""support"" + 0.006*""leavers"" + 0.006*""well"" + 0.006*""staff""', '0.035*""children"" + 0.018*""care"" + 0.016*""’"" + 0.010*""services"" + 0.009*""support"" + 0.008*""leavers"" + 0.007*""work"" + 0.007*""social"" + 0.007*""needs"" + 0.006*""well""']"
80516,tower hamlets,https://files.ofsted.gov.uk/v1/file/50094564,Good,standard,Marcie Taylor,10/06/2019,21/06/2019,22/07/19,file:///./80516_tower hamlets,Good,,,0.22023020960520934,Sentiment positive,"['0.027*""children"" + 0.014*""’"" + 0.010*""care"" + 0.009*""work"" + 0.008*""support"" + 0.007*""good"" + 0.006*""help"" + 0.006*""people"" + 0.006*""plans"" + 0.006*""well""', '0.021*""children"" + 0.011*""care"" + 0.010*""’"" + 0.007*""support"" + 0.007*""work"" + 0.006*""good"" + 0.005*""plans"" + 0.005*""‘"" + 0.005*""child"" + 0.005*""effective""', '0.024*""children"" + 0.014*""’"" + 0.008*""care"" + 0.008*""work"" + 0.007*""support"" + 0.007*""help"" + 0.005*""effective"" + 0.005*""‘"" + 0.005*""practice"" + 0.005*""Children""']"
80517,waltham forest,https://files.ofsted.gov.uk/v1/file/50061232,Good,standard,Andy Whippey,28/01/2019,08/02/2019,11/03/19,file:///./80517_waltham forest,Outstanding,,,0.21788452678819645,Sentiment positive,"['0.026*""children"" + 0.014*""’"" + 0.010*""care"" + 0.008*""well"" + 0.007*""people"" + 0.007*""needs"" + 0.006*""effective"" + 0.006*""local"" + 0.006*""young"" + 0.006*""good""', '0.030*""children"" + 0.010*""well"" + 0.008*""care"" + 0.008*""’"" + 0.007*""local"" + 0.006*""needs"" + 0.005*""young"" + 0.005*""good"" + 0.005*""need"" + 0.005*""authority""', '0.035*""children"" + 0.014*""care"" + 0.014*""’"" + 0.011*""well"" + 0.009*""needs"" + 0.008*""good"" + 0.007*""people"" + 0.007*""young"" + 0.007*""effective"" + 0.007*""leavers""']"
80518,wandsworth,https://files.ofsted.gov.uk/v1/file/50204406,Good,standard,Amanda Maxwell,07/11/2022,18/11/2022,13/01/23,file:///./80518_wandsworth,Good,Good,Good,0.20564627997663712,Sentiment positive,"['0.028*""children"" + 0.009*""families"" + 0.008*""’"" + 0.008*""support"" + 0.008*""work"" + 0.008*""care"" + 0.008*""services"" + 0.007*""Children"" + 0.006*""managers"" + 0.005*""workers""', '0.039*""children"" + 0.012*""’"" + 0.011*""families"" + 0.010*""care"" + 0.010*""services"" + 0.010*""support"" + 0.009*""workers"" + 0.008*""work"" + 0.008*""social"" + 0.006*""managers""', '0.019*""children"" + 0.007*""’"" + 0.007*""workers"" + 0.007*""care"" + 0.006*""families"" + 0.006*""support"" + 0.005*""work"" + 0.005*""services"" + 0.005*""well"" + 0.005*""social""']"
80519,westminster,https://files.ofsted.gov.uk/v1/file/50116346,Outstanding,short,Nick Stacey,09/09/2019,13/09/2019,15/10/19,file:///./80519_westminster,Outstanding,,,0.18104584244906805,Sentiment positive,"['0.028*""children"" + 0.011*""care"" + 0.011*""work"" + 0.010*""’"" + 0.007*""services"" + 0.007*""workers"" + 0.007*""support"" + 0.006*""needs"" + 0.005*""practice"" + 0.005*""well""', '0.025*""children"" + 0.011*""work"" + 0.010*""’"" + 0.010*""care"" + 0.006*""social"" + 0.006*""practice"" + 0.005*""services"" + 0.005*""Children"" + 0.005*""workers"" + 0.005*""help""', '0.027*""children"" + 0.013*""work"" + 0.012*""’"" + 0.012*""care"" + 0.007*""social"" + 0.007*""services"" + 0.006*""workers"" + 0.006*""practice"" + 0.006*""highly"" + 0.006*""families""']"
80520,luton,https://files.ofsted.gov.uk/v1/file/50192197,Requires improvement,standard,Tom Anthony,11/07/2022,22/07/2022,05/09/22,file:///./80520_luton,Good,Requires improvement,Requires improvement,0.21062184225284641,Sentiment positive,"['0.040*""children"" + 0.016*""’"" + 0.012*""support"" + 0.008*""services"" + 0.008*""care"" + 0.007*""workers"" + 0.006*""Children"" + 0.006*""needs"" + 0.006*""need"" + 0.006*""work""', '0.021*""children"" + 0.012*""support"" + 0.010*""’"" + 0.006*""care"" + 0.005*""need"" + 0.005*""services"" + 0.005*""effective"" + 0.005*""work"" + 0.004*""social"" + 0.004*""good""', '0.037*""children"" + 0.016*""’"" + 0.013*""support"" + 0.011*""care"" + 0.006*""leavers"" + 0.006*""families"" + 0.006*""work"" + 0.006*""local"" + 0.006*""Luton"" + 0.005*""services""']"
80521,manchester,https://files.ofsted.gov.uk/v1/file/50183843,Good,standard,Mandy Nightingale,21/03/2022,01/04/2022,19/05/22,file:///./80521_manchester,Good,Requires improvement,Good,0.18313429865153985,Sentiment positive,"['0.048*""children"" + 0.016*""’"" + 0.011*""child"" + 0.011*""care"" + 0.009*""Manchester"" + 0.008*""needs"" + 0.008*""services"" + 0.008*""Children"" + 0.007*""work"" + 0.007*""service""', '0.031*""children"" + 0.021*""’"" + 0.011*""child"" + 0.010*""Manchester"" + 0.009*""care"" + 0.008*""services"" + 0.008*""needs"" + 0.006*""social"" + 0.006*""supported"" + 0.006*""well""', '0.034*""children"" + 0.016*""’"" + 0.007*""care"" + 0.007*""Manchester"" + 0.007*""work"" + 0.007*""child"" + 0.007*""needs"" + 0.006*""always"" + 0.006*""services"" + 0.005*""social""']"
80522,medway,https://files.ofsted.gov.uk/v1/file/50103321,Inadequate,standard,Brenda McLaughlin,15/07/2019,26/07/2019,27/08/19,file:///./80522_medway,Inadequate,,,0.11101104413772575,Sentiment positive,"['0.031*""children"" + 0.015*""’"" + 0.009*""care"" + 0.006*""social"" + 0.006*""help"" + 0.005*""services"" + 0.005*""risk"" + 0.005*""managers"" + 0.004*""workers"" + 0.004*""assessment""', '0.027*""children"" + 0.014*""’"" + 0.012*""care"" + 0.008*""help"" + 0.008*""social"" + 0.006*""services"" + 0.005*""work"" + 0.005*""service"" + 0.005*""risk"" + 0.004*""leaders""', '0.036*""children"" + 0.014*""care"" + 0.011*""’"" + 0.008*""social"" + 0.006*""work"" + 0.006*""services"" + 0.005*""people"" + 0.005*""young"" + 0.005*""service"" + 0.005*""help""']"
80523,middlesbrough,https://files.ofsted.gov.uk/v1/file/50143726,Inadequate,standard,Jan Edwards,25/11/2019,06/12/2019,24/01/20,file:///./80523_middlesbrough,Inadequate,,,0.10919516875256179,Sentiment positive,"['0.040*""children"" + 0.014*""care"" + 0.013*""’"" + 0.008*""work"" + 0.006*""social"" + 0.006*""support"" + 0.006*""needs"" + 0.006*""services"" + 0.005*""leavers"" + 0.005*""planning""', '0.040*""children"" + 0.014*""care"" + 0.010*""’"" + 0.008*""work"" + 0.007*""social"" + 0.006*""planning"" + 0.006*""needs"" + 0.006*""support"" + 0.006*""quality"" + 0.006*""services""', '0.041*""children"" + 0.021*""care"" + 0.012*""social"" + 0.012*""’"" + 0.008*""needs"" + 0.007*""work"" + 0.007*""support"" + 0.006*""services"" + 0.006*""quality"" + 0.006*""young""']"
80524,milton keynes,https://files.ofsted.gov.uk/v1/file/50174208,Requires improvement,standard,Maire Atherton,25/10/2021,05/11/2021,17/12/21,file:///./80524_milton keynes,Requires improvement,Requires improvement,Requires improvement,0.17225253093363327,Sentiment positive,"['0.032*""children"" + 0.010*""’"" + 0.008*""services"" + 0.007*""social"" + 0.007*""work"" + 0.006*""care"" + 0.006*""support"" + 0.005*""need"" + 0.005*""local"" + 0.005*""well""', '0.021*""children"" + 0.015*""’"" + 0.009*""care"" + 0.009*""services"" + 0.007*""work"" + 0.007*""social"" + 0.006*""local"" + 0.005*""authority"" + 0.005*""need"" + 0.005*""support""', '0.042*""children"" + 0.013*""’"" + 0.009*""care"" + 0.008*""work"" + 0.007*""families"" + 0.006*""social"" + 0.006*""support"" + 0.006*""services"" + 0.006*""Milton"" + 0.005*""Keynes""']"
80525,newcastle upon tyne,https://files.ofsted.gov.uk/v1/file/50176758,Good,standard,Louise Hollick,29/11/2021,10/12/2021,01/02/22,file:///./80525_newcastle upon tyne,Good,Good,Good,0.16778813897100345,Sentiment positive,"['0.050*""children"" + 0.015*""’"" + 0.014*""care"" + 0.011*""plans"" + 0.008*""child"" + 0.008*""social"" + 0.007*""needs"" + 0.007*""leavers"" + 0.006*""services"" + 0.006*""well""', '0.023*""children"" + 0.012*""care"" + 0.010*""’"" + 0.007*""services"" + 0.007*""social"" + 0.007*""local"" + 0.007*""needs"" + 0.006*""Newcastle"" + 0.006*""good"" + 0.006*""plans""', '0.023*""children"" + 0.013*""’"" + 0.008*""care"" + 0.008*""services"" + 0.008*""child"" + 0.006*""Newcastle"" + 0.006*""plans"" + 0.006*""Children"" + 0.006*""protection"" + 0.005*""needs""']"
80418,norfolk,https://files.ofsted.gov.uk/v1/file/50204404,Good,standard,Margaret Burke,07/11/2022,18/11/2022,13/01/23,file:///./80418_norfolk,Good,Good,Good,0.1798671301101106,Sentiment positive,"['0.031*""children"" + 0.013*""services"" + 0.012*""’"" + 0.011*""support"" + 0.008*""care"" + 0.006*""well"" + 0.006*""young"" + 0.005*""Norfolk"" + 0.005*""Children"" + 0.005*""people""', '0.026*""children"" + 0.017*""’"" + 0.013*""services"" + 0.011*""support"" + 0.009*""care"" + 0.007*""well"" + 0.006*""Norfolk"" + 0.005*""Children"" + 0.005*""families"" + 0.005*""authority""', '0.027*""children"" + 0.018*""support"" + 0.014*""’"" + 0.011*""care"" + 0.010*""services"" + 0.008*""Norfolk"" + 0.008*""people"" + 0.007*""authority"" + 0.007*""well"" + 0.007*""Children""']"
80526,north east lincolnshire,https://files.ofsted.gov.uk/v1/file/50172853,Inadequate,standard,Matt Reed,04/10/2021,15/10/2021,26/11/21,file:///./80526_north east lincolnshire,Inadequate,Inadequate,Inadequate,0.09679102697545333,Sentiment positive,"['0.033*""children"" + 0.012*""’"" + 0.010*""care"" + 0.009*""social"" + 0.008*""authority"" + 0.008*""practice"" + 0.007*""local"" + 0.006*""leaders"" + 0.006*""work"" + 0.006*""services""', '0.033*""children"" + 0.012*""’"" + 0.009*""care"" + 0.007*""local"" + 0.007*""social"" + 0.006*""planning"" + 0.006*""services"" + 0.006*""families"" + 0.006*""needs"" + 0.005*""authority""', '0.041*""children"" + 0.011*""’"" + 0.010*""care"" + 0.009*""services"" + 0.007*""practice"" + 0.007*""risk"" + 0.007*""local"" + 0.005*""service"" + 0.005*""leaders"" + 0.005*""social""']"
80527,north lincolnshire,https://files.ofsted.gov.uk/v1/file/50200023,Outstanding,short,Jan Edwards,10/10/2022,14/10/2022,25/11/22,file:///./80527_north lincolnshire,Outstanding,Outstanding,Outstanding,0.21445352633477616,Sentiment positive,"['0.037*""children"" + 0.014*""’"" + 0.011*""services"" + 0.011*""care"" + 0.007*""‘"" + 0.006*""local"" + 0.006*""authority"" + 0.006*""families"" + 0.006*""family"" + 0.005*""leavers""', '0.031*""children"" + 0.019*""’"" + 0.015*""care"" + 0.007*""service"" + 0.007*""leavers"" + 0.006*""support"" + 0.006*""families"" + 0.006*""authority"" + 0.006*""‘"" + 0.005*""local""', '0.034*""children"" + 0.018*""’"" + 0.014*""care"" + 0.009*""local"" + 0.009*""services"" + 0.007*""child"" + 0.006*""service"" + 0.006*""support"" + 0.006*""work"" + 0.006*""workers""']"
940,north northamptonshire,https://files.ofsted.gov.uk/v1/file/50200024,Requires improvement,standard,Alison Smale,03/10/2022,14/10/2022,25/11/22,file:///./940_north northamptonshire,Requires improvement,Requires improvement,Requires improvement,0.16074758361842753,Sentiment positive,"['0.016*""children"" + 0.008*""care"" + 0.008*""’"" + 0.007*""services"" + 0.005*""Northamptonshire"" + 0.004*""support"" + 0.004*""leavers"" + 0.004*""social"" + 0.003*""work"" + 0.003*""impact""', '0.044*""children"" + 0.015*""’"" + 0.014*""care"" + 0.010*""services"" + 0.009*""leavers"" + 0.008*""Northamptonshire"" + 0.007*""well"" + 0.006*""North"" + 0.006*""support"" + 0.006*""work""', '0.032*""children"" + 0.023*""care"" + 0.016*""’"" + 0.011*""services"" + 0.008*""social"" + 0.007*""leavers"" + 0.007*""work"" + 0.006*""support"" + 0.006*""Northamptonshire"" + 0.005*""local""']"
80528,north somerset,https://files.ofsted.gov.uk/v1/file/50151810,Requires improvement,standard,Diane Partridge,02/03/2020,13/03/2020,10/06/20,file:///./80528_north somerset,Requires improvement,,,0.18650360750360753,Sentiment positive,"['0.028*""children"" + 0.017*""’"" + 0.013*""care"" + 0.008*""support"" + 0.007*""local"" + 0.006*""people"" + 0.006*""plans"" + 0.006*""services"" + 0.006*""social"" + 0.005*""needs""', '0.037*""children"" + 0.015*""’"" + 0.010*""care"" + 0.008*""support"" + 0.007*""workers"" + 0.007*""social"" + 0.006*""local"" + 0.006*""well"" + 0.005*""Children"" + 0.005*""help""', '0.039*""children"" + 0.015*""’"" + 0.012*""care"" + 0.008*""social"" + 0.007*""help"" + 0.007*""support"" + 0.007*""needs"" + 0.006*""local"" + 0.006*""authority"" + 0.006*""people""']"
80529,north tyneside,https://files.ofsted.gov.uk/v1/file/50150004,Outstanding,short,Nigel Parkes,09/03/2020,13/03/2020,15/04/20,file:///./80529_north tyneside,Outstanding,,,0.18466580229451507,Sentiment positive,"['0.017*""children"" + 0.011*""care"" + 0.010*""’"" + 0.007*""help"" + 0.007*""families"" + 0.006*""work"" + 0.006*""local"" + 0.005*""leaders"" + 0.005*""social"" + 0.005*""authority""', '0.028*""children"" + 0.017*""’"" + 0.013*""care"" + 0.008*""help"" + 0.008*""local"" + 0.007*""authority"" + 0.007*""social"" + 0.006*""support"" + 0.006*""well"" + 0.005*""families""', '0.017*""children"" + 0.013*""’"" + 0.013*""care"" + 0.006*""authority"" + 0.006*""well"" + 0.006*""support"" + 0.006*""help"" + 0.006*""local"" + 0.005*""families"" + 0.005*""social""']"
815,north yorkshire,https://files.ofsted.gov.uk/v1/file/50010311,Outstanding,short,Matt Reed,02/07/2018,06/07/2018,06/08/18,file:///./815_north yorkshire,Outstanding,,,0.19388458127676464,Sentiment positive,"['0.012*""children"" + 0.009*""care"" + 0.007*""families"" + 0.006*""needs"" + 0.006*""people"" + 0.006*""well"" + 0.006*""’"" + 0.006*""clear"" + 0.005*""young"" + 0.005*""work""', '0.020*""children"" + 0.012*""care"" + 0.011*""needs"" + 0.009*""families"" + 0.007*""people"" + 0.007*""’"" + 0.006*""well"" + 0.006*""service"" + 0.006*""practice"" + 0.006*""local""', '0.026*""children"" + 0.011*""families"" + 0.010*""needs"" + 0.008*""clear"" + 0.008*""young"" + 0.007*""’"" + 0.007*""care"" + 0.007*""plans"" + 0.007*""practice"" + 0.006*""well""']"
80532,northumberland,https://files.ofsted.gov.uk/v1/file/50147382,Good,standard,Mandy Nightingale,20/01/2020,31/01/2020,02/03/20,file:///./80532_northumberland,Good,,,0.22039432885453644,Sentiment positive,"['0.026*""children"" + 0.022*""’"" + 0.012*""care"" + 0.010*""social"" + 0.010*""well"" + 0.009*""workers"" + 0.008*""good"" + 0.008*""work"" + 0.007*""families"" + 0.006*""Children""', '0.021*""children"" + 0.016*""’"" + 0.014*""care"" + 0.008*""needs"" + 0.008*""work"" + 0.008*""social"" + 0.007*""workers"" + 0.006*""well"" + 0.006*""child"" + 0.006*""good""', '0.036*""children"" + 0.017*""’"" + 0.015*""care"" + 0.011*""needs"" + 0.009*""social"" + 0.009*""workers"" + 0.007*""well"" + 0.007*""child"" + 0.007*""Children"" + 0.007*""services""']"
